step_ms,FL_hip,FL_knee,FR_hip,FR_knee,RL_hip,RL_knee,RR_hip,RR_knee
2670.00,0.767313,-1.080629,0.605238,-1.047300,0.749344,-1.000000,0.794985,-1.083360
2680.00,0.751712,-1.050629,0.590867,-1.077300,0.759242,-1.014109,0.824985,-1.053360
2690.00,0.750959,-1.020629,0.561620,-1.107300,0.754296,-1.043075,0.854985,-1.023360
2700.00,0.765031,-1.000000,0.531620,-1.124685,0.734447,-1.073075,0.874900,-1.004857
2710.00,0.793866,-1.000000,0.501620,-1.127225,0.704447,-1.103075,0.880050,-1.001001
2720.00,0.823866,-1.000073,0.485052,-1.115001,0.674447,-1.118827,0.870353,-1.011812
2730.00,0.853866,-1.014943,0.483190,-1.087987,0.644447,-1.119892,0.845808,-1.037307
2740.00,0.871775,-1.044383,0.496079,-1.057987,0.628903,-1.106430,0.815808,-1.067307
2750.00,0.874855,-1.074383,0.523365,-1.027987,0.628165,-1.078618,0.785808,-1.097307
2760.00,0.863156,-1.103222,0.553365,-1.000000,0.642164,-1.048618,0.757659,-1.118702
2770.00,0.836654,-1.117534,0.583365,-1.000000,0.670970,-1.018618,0.743871,-1.125306
2780.00,0.806654,-1.117084,0.602598,-1.000000,0.700970,-1.000000,0.744704,-1.117155
2790.00,0.776654,-1.101874,0.606995,-1.014038,0.730970,-1.000000,0.760119,-1.094379
2800.00,0.748860,-1.071893,0.596551,-1.042859,0.747682,-1.010375,0.789693,-1.064379
2810.00,0.735790,-1.041893,0.571292,-1.072859,0.749500,-1.035542,0.819693,-1.034379
2820.00,0.737548,-1.011893,0.541292,-1.102859,0.736495,-1.065542,0.849693,-1.004379
2830.00,0.754108,-1.000000,0.511292,-1.118248,0.708606,-1.095542,0.865458,-1.000000
2840.00,0.784108,-1.000000,0.483407,-1.118809,0.678606,-1.116663,0.866337,-1.000000
2850.00,0.814108,-1.010998,0.470046,-1.104568,0.648606,-1.123259,0.852353,-1.013834
2860.00,0.844108,-1.036788,0.471498,-1.075619,0.624409,-1.115245,0.823535,-1.042252
2870.00,0.859702,-1.066788,0.487660,-1.045619,0.614938,-1.092937,0.793535,-1.072252
2880.00,0.860398,-1.096788,0.517660,-1.015619,0.620259,-1.062937,0.763535,-1.102252
2890.00,0.846218,-1.116988,0.547660,-1.000000,0.640409,-1.032937,0.744067,-1.118951
2900.00,0.817303,-1.122626,0.577660,-1.000000,0.670409,-1.002937,0.738887,-1.120906
2910.00,0.787304,-1.113595,0.593251,-1.010120,0.700409,-1.000000,0.748309,-1.108233
2920.00,0.757304,-1.089762,0.593966,-1.034814,0.730409,-1.000000,0.772182,-1.081059
2930.00,0.740652,-1.059762,0.579857,-1.064814,0.745639,-1.013765,0.802182,-1.051059
2940.00,0.738830,-1.029762,0.550881,-1.094814,0.745967,-1.042379,0.832182,-1.021059
2950.00,0.751829,-1.000000,0.520881,-1.121837,0.731408,-1.072379,0.862182,-1.000000
2960.00,0.779662,-1.000000,0.490881,-1.134030,0.701932,-1.102379,0.877550,-1.000000
2970.00,0.809662,-1.000000,0.472875,-1.131418,0.671932,-1.119361,0.878077,-1.004406
2980.00,0.839662,-1.013227,0.469520,-1.114015,0.641932,-1.121877,0.863759,-1.023511
2990.00,0.866271,-1.041144,0.480961,-1.084015,0.624661,-1.109887,0.834698,-1.053511
3000.00,0.878159,-1.071144,0.506861,-1.054015,0.622159,-1.083663,0.804698,-1.083511
3010.00,0.875170,-1.101144,0.536861,-1.024015,0.634274,-1.053663,0.774698,-1.113511
3020.00,0.857297,-1.117337,0.566861,-1.008322,0.661192,-1.023663,0.758565,-1.128914
3030.00,0.827297,-1.118812,0.596732,-1.007357,0.691192,-1.000000,0.756952,-1.129504
3040.00,0.797297,-1.105512,0.611885,-1.021049,0.721192,-1.000000,0.770009,-1.115434
3050.00,0.767297,-1.077406,0.612177,-1.049348,0.744485,-1.000000,0.797426,-1.086910
3060.00,0.751647,-1.047406,0.597640,-1.079348,0.752938,-1.014170,0.827426,-1.056910
3070.00,0.750829,-1.017406,0.568218,-1.109348,0.746521,-1.043195,0.857426,-1.026910
3080.00,0.764817,-1.000000,0.538218,-1.125962,0.725187,-1.073195,0.876491,-1.008871
3090.00,0.793531,-1.000000,0.508218,-1.127730,0.695187,-1.103195,0.880764,-1.005512
3100.00,0.823531,-1.001093,0.492002,-1.114724,0.665187,-1.118828,0.870171,-1.016849
3110.00,0.853531,-1.016981,0.490519,-1.086938,0.635187,-1.119752,0.844734,-1.042864
3120.00,0.870849,-1.046981,0.503784,-1.056938,0.619755,-1.106158,0.814734,-1.072864
3130.00,0.873326,-1.076981,0.531429,-1.026938,0.619132,-1.078206,0.784734,-1.102864
3140.00,0.861049,-1.103770,0.561429,-1.000000,0.633263,-1.048206,0.757065,-1.123119
3150.00,0.833978,-1.116010,0.591429,-1.000000,0.662181,-1.018206,0.743731,-1.128594
3160.00,0.803978,-1.113524,0.609117,-1.000000,0.692181,-1.000009,0.744955,-1.119371
3170.00,0.773978,-1.096282,0.611960,-1.014605,0.722181,-1.000000,0.760728,-1.095546
3180.00,0.747158,-1.066282,0.599953,-1.044010,0.738492,-1.011426,0.790671,-1.065546
3190.00,0.735070,-1.036282,0.573143,-1.074010,0.739917,-1.037622,0.820671,-1.035546
3200.00,0.737810,-1.006282,0.543143,-1.104010,0.726516,-1.067622,0.850671,-1.005546
3210.00,0.755388,-1.000000,0.513143,-1.119301,0.698231,-1.097622,0.866098,-1.000000
3220.00,0.785388,-1.000000,0.487360,-1.119760,0.668231,-1.118233,0.866638,-1.000000
3230.00,0.815388,-1.012629,0.476073,-1.105438,0.638231,-1.124350,0.852327,-1.014143
3240.00,0.845388,-1.040012,0.479592,-1.076454,0.616715,-1.115877,0.823201,-1.042812
3250.00,0.860780,-1.070012,0.497790,-1.046454,0.609983,-1.093089,0.793201,-1.072811
3260.00,0.861282,-1.100012,0.527790,-1.016454,0.618033,-1.063089,0.763201,-1.102811
3270.00,0.846913,-1.118989,0.557790,-1.000000,0.640871,-1.033089,0.744492,-1.119061
3280.00,0.817828,-1.123438,0.587790,-1.000000,0.670871,-1.003089,0.740023,-1.120575
3290.00,0.787828,-1.113228,0.603311,-1.010973,0.700871,-1.000000,0.750169,-1.107448
3300.00,0.757828,-1.088213,0.603951,-1.036635,0.730837,-1.000000,0.774778,-1.079812
3310.00,0.741253,-1.058213,0.589748,-1.066635,0.746006,-1.013876,0.804778,-1.049812
3320.00,0.739503,-1.028213,0.560678,-1.096635,0.746284,-1.042599,0.834778,-1.019812
3330.00,0.752570,-1.000000,0.530678,-1.120468,0.731690,-1.072599,0.862663,-1.000000
3340.00,0.780456,-1.000000,0.500678,-1.129511,0.702200,-1.102599,0.876003,-1.000000
3350.00,0.810456,-1.000000,0.482350,-1.123796,0.672200,-1.119471,0.874554,-1.005659
3360.00,0.840456,-1.012712,0.478675,-1.103293,0.642200,-1.121815,0.858263,-1.026004
3370.00,0.865030,-1.040139,0.489811,-1.073293,0.625615,-1.109593,0.828263,-1.056004
3380.00,0.874871,-1.070139,0.515455,-1.043293,0.623826,-1.083050,0.798263,-1.086004
3390.00,0.869868,-1.100139,0.545455,-1.013293,0.636680,-1.053051,0.768263,-1.115762
3400.00,0.849993,-1.116134,0.575455,-1.000000,0.664334,-1.023051,0.752266,-1.130872
3410.00,0.819993,-1.117440,0.603203,-1.000000,0.694334,-1.000000,0.750772,-1.131188
3420.00,0.789993,-1.104001,0.616223,-1.013711,0.724334,-1.000000,0.763924,-1.116839
3430.00,0.759993,-1.075770,0.614394,-1.042079,0.746354,-1.000864,0.791379,-1.088038
3440.00,0.744339,-1.045770,0.597747,-1.072079,0.753534,-1.016539,0.821379,-1.058038
3450.00,0.743517,-1.015770,0.567747,-1.102079,0.745861,-1.046539,0.851379,-1.028038
3460.00,0.757507,-1.000000,0.537747,-1.118218,0.723284,-1.076539,0.869151,-1.010805
3470.00,0.786192,-1.000000,0.507747,-1.119508,0.693284,-1.105037,0.872095,-1.008319
3480.00,0.816192,-1.003832,0.491742,-1.106017,0.663284,-1.119098,0.860164,-1.020550
3490.00,0.846192,-1.022429,0.490464,-1.077774,0.634427,-1.118473,0.833406,-1.047405
3500.00,0.862345,-1.052429,0.503971,-1.047774,0.620335,-1.103268,0.803406,-1.077405
3510.00,0.863637,-1.082429,0.531901,-1.017774,0.621059,-1.073637,0.773406,-1.107405
3520.00,0.850162,-1.106593,0.561901,-1.000000,0.636563,-1.043638,0.748254,-1.125824
3530.00,0.821975,-1.116256,0.591901,-1.000000,0.666563,-1.013638,0.737267,-1.129507
3540.00,0.791975,-1.111223,0.608360,-1.002433,0.696563,-1.000000,0.740841,-1.118523
3550.00,0.761975,-1.091428,0.609953,-1.019521,0.726563,-1.000000,0.758911,-1.092972
3560.00,0.738851,-1.061428,0.596737,-1.049521,0.742454,-1.012933,0.788911,-1.062972
3570.00,0.730495,-1.031428,0.568712,-1.079521,0.743457,-1.040631,0.818911,-1.032972
3580.00,0.736939,-1.001428,0.538712,-1.109521,0.729605,-1.070631,0.848911,-1.002972
3590.00,0.758196,-1.000000,0.508712,-1.124744,0.700848,-1.100631,0.864332,-1.000000
3600.00,0.788196,-1.000000,0.486709,-1.125126,0.670848,-1.119635,0.864864,-1.000000
3610.00,0.818196,-1.012838,0.479308,-1.110697,0.640848,-1.124148,0.850531,-1.014238
3620.00,0.848196,-1.040400,0.486699,-1.081649,0.621317,-1.114140,0.821395,-1.042937
3630.00,0.863576,-1.070400,0.508603,-1.051649,0.616524,-1.089990,0.791395,-1.072937
3640.00,0.864060,-1.100400,0.538603,-1.021649,0.626448,-1.059990,0.761395,-1.102937
3650.00,0.849641,-1.118105,0.568603,-1.005225,0.651207,-1.029990,0.744562,-1.118708
3660.00,0.820416,-1.121148,0.598603,-1.003595,0.681207,-1.000000,0.742354,-1.119630
3670.00,0.790416,-1.109449,0.614001,-1.016602,0.711207,-1.000000,0.754814,-1.105903
3680.00,0.760416,-1.082942,0.614530,-1.044166,0.736414,-1.000000,0.781649,-1.077699
3690.00,0.744705,-1.052942,0.600210,-1.074166,0.746789,-1.013947,0.811649,-1.047699
3700.00,0.743831,-1.022942,0.571013,-1.104166,0.742307,-1.042758,0.841649,-1.017699
3710.00,0.757780,-1.000000,0.541013,-1.122501,0.722935,-1.072758,0.862619,-1.000000
3720.00,0.786504,-1.000000,0.511013,-1.126002,0.692935,-1.102758,0.868830,-1.000000
3730.00,0.816504,-1.000000,0.494431,-1.114769,0.662935,-1.118558,0.860226,-1.010257
3740.00,0.846504,-1.013660,0.492563,-1.088769,0.632935,-1.119667,0.836812,-1.035173
3750.00,0.864156,-1.041909,0.505470,-1.058769,0.617518,-1.106205,0.806812,-1.065173
3760.00,0.866998,-1.071908,0.532777,-1.028769,0.616910,-1.078378,0.776812,-1.095173
3770.00,0.855101,-1.100650,0.562777,-1.000000,0.630962,-1.048378,0.746812,-1.116976
3780.00,0.828448,-1.115038,0.592777,-1.000000,0.659716,-1.018378,0.730722,-1.124123
3790.00,0.798448,-1.114715,0.612099,-1.000000,0.689716,-1.000000,0.729203,-1.116549
3800.00,0.768448,-1.099640,0.616592,-1.013697,0.719716,-1.000000,0.742313,-1.094324
3810.00,0.738449,-1.069788,0.606243,-1.042176,0.737744,-1.010138,0.769631,-1.064324
3820.00,0.723112,-1.039788,0.581122,-1.072176,0.740919,-1.035016,0.799631,-1.034324
3830.00,0.722606,-1.009788,0.551122,-1.102176,0.729268,-1.065016,0.829631,-1.004324
3840.00,0.736928,-1.000000,0.521122,-1.117628,0.702747,-1.095016,0.845354,-1.000000
3850.00,0.765923,-1.000000,0.491122,-1.118247,0.672747,-1.117993,0.846202,-1.000000
3860.00,0.795923,-1.010948,0.475395,-1.104125,0.642747,-1.126628,0.832209,-1.013786
3870.00,0.825923,-1.036615,0.474463,-1.075348,0.620845,-1.120674,0.803401,-1.042055
3880.00,0.841327,-1.066615,0.488282,-1.045348,0.613774,-1.100267,0.773401,-1.072055
3890.00,0.841821,-1.096615,0.516374,-1.015348,0.621507,-1.070267,0.743401,-1.102055
3900.00,0.827432,-1.117180,0.546374,-1.000000,0.644047,-1.040267,0.724684,-1.118443
3910.00,0.798257,-1.123188,0.576374,-1.000000,0.674047,-1.010267,0.720453,-1.120008
3920.00,0.768257,-1.114532,0.591899,-1.009637,0.704047,-1.000000,0.730731,-1.106978
3930.00,0.738257,-1.091092,0.592551,-1.033880,0.734047,-1.000000,0.755357,-1.079460
3940.00,0.721358,-1.061092,0.578368,-1.063880,0.749321,-1.013873,0.785357,-1.049460
3950.00,0.719269,-1.031093,0.549329,-1.093880,0.749694,-1.042582,0.815357,-1.019460
3960.00,0.731985,-1.001093,0.519329,-1.120507,0.735189,-1.072582,0.845357,-1.000000
3970.00,0.759526,-1.000000,0.489329,-1.132318,0.705777,-1.102582,0.860779,-1.000000
3980.00,0.789526,-1.000000,0.470895,-1.129344,0.675777,-1.119780,0.861385,-1.003041
3990.00,0.819526,-1.013003,0.467103,-1.111602,0.645777,-1.122472,0.847190,-1.020762
4000.00,0.844727,-1.040691,0.478115,-1.081602,0.629015,-1.110614,0.818302,-1.050762
4010.00,0.855219,-1.070691,0.503587,-1.051602,0.627007,-1.084547,0.788302,-1.080762
4020.00,0.850878,-1.100690,0.533587,-1.021602,0.639541,-1.054547,0.758302,-1.110463
4030.00,0.831695,-1.116801,0.563587,-1.005752,0.666822,-1.024547,0.741816,-1.125619
4040.00,0.801695,-1.118216,0.592585,-1.004578,0.696822,-1.000000,0.739806,-1.125988
4050.00,0.771695,-1.104869,0.606875,-1.018083,0.726822,-1.000000,0.752483,-1.111686
4060.00,0.741695,-1.076713,0.606306,-1.046265,0.750961,-1.000000,0.779573,-1.082930
4070.00,0.725880,-1.046713,0.590914,-1.076265,0.760260,-1.014281,0.809573,-1.052930
4080.00,0.724902,-1.016714,0.560914,-1.106265,0.754678,-1.043412,0.839573,-1.022930
4090.00,0.738747,-1.000000,0.530914,-1.123260,0.734184,-1.073412,0.858885,-1.004915
4100.00,0.767335,-1.000000,0.500914,-1.125412,0.704184,-1.103412,0.863401,-1.001596
4110.00,0.797335,-1.001280,0.484594,-1.112803,0.674184,-1.119156,0.853050,-1.012960
4120.00,0.827335,-1.017336,0.482983,-1.085433,0.644184,-1.120258,0.827855,-1.038962
4130.00,0.843867,-1.047336,0.496162,-1.055433,0.628936,-1.106759,0.797855,-1.068962
4140.00,0.845540,-1.077336,0.523745,-1.025433,0.628523,-1.078860,0.767856,-1.098962
4150.00,0.832439,-1.105243,0.553745,-1.000000,0.642862,-1.048860,0.740762,-1.119642
4160.00,0.804561,-1.118635,0.583745,-1.000000,0.671953,-1.018860,0.727961,-1.125551
4170.00,0.774561,-1.117297,0.601362,-1.000000,0.701953,-1.001048,0.729675,-1.116780
4180.00,0.744561,-1.101206,0.604132,-1.014139,0.731953,-1.000000,0.745905,-1.093420
4190.00,0.716551,-1.071206,0.592086,-1.043074,0.749027,-1.011823,0.775905,-1.063420
4200.00,0.703297,-1.041206,0.565269,-1.073074,0.751239,-1.038389,0.805905,-1.033420
4210.00,0.704882,-1.011206,0.535269,-1.103074,0.738610,-1.068389,0.835905,-1.003420
4220.00,0.721302,-1.000000,0.505269,-1.118398,0.711088,-1.098389,0.851475,-1.000000
4230.00,0.751302,-1.000000,0.477184,-1.118882,0.681088,-1.119873,0.852165,-1.000000
4240.00,0.781302,-1.011948,0.463616,-1.104574,0.651088,-1.126861,0.838004,-1.014109
4250.00,0.811302,-1.038643,0.464862,-1.075603,0.630605,-1.119255,0.809036,-1.042774
4260.00,0.827069,-1.068643,0.480761,-1.045603,0.624801,-1.097517,0.779037,-1.072774
4270.00,0.827950,-1.098643,0.510761,-1.015603,0.633765,-1.067517,0.749037,-1.102774
4280.00,0.813942,-1.117350,0.540761,-1.000000,0.657568,-1.037517,0.731557,-1.118686
4290.00,0.785119,-1.121386,0.570761,-1.000000,0.687568,-1.007517,0.728752,-1.119726
4300.00,0.755119,-1.110726,0.586230,-1.012079,0.717568,-1.000000,0.740636,-1.106095
4310.00,0.725119,-1.085263,0.586824,-1.038663,0.745806,-1.000000,0.766903,-1.077982
4320.00,0.709395,-1.055263,0.572565,-1.068663,0.759217,-1.014020,0.796903,-1.047982
4330.00,0.708508,-1.025263,0.543425,-1.098663,0.757718,-1.042912,0.826903,-1.017982
4340.00,0.722446,-1.000000,0.513425,-1.122050,0.741343,-1.072912,0.855456,-1.000000
4350.00,0.751218,-1.000000,0.483425,-1.130645,0.711343,-1.102912,0.869340,-1.000000
4360.00,0.781218,-1.000000,0.466373,-1.124479,0.681343,-1.119406,0.868380,-1.005418
4370.00,0.811218,-1.013393,0.464057,-1.103514,0.651343,-1.121335,0.852576,-1.025582
4380.00,0.833061,-1.041486,0.476560,-1.073514,0.635364,-1.108686,0.822576,-1.055582
4390.00,0.840232,-1.071486,0.503361,-1.043514,0.634097,-1.081943,0.792576,-1.085582
4400.00,0.832578,-1.101486,0.533361,-1.013514,0.647323,-1.051943,0.762576,-1.114061
4410.00,0.810088,-1.117639,0.563361,-1.000000,0.675219,-1.021943,0.746060,-1.128130
4420.00,0.780088,-1.119058,0.588383,-1.000000,0.705219,-1.000000,0.744067,-1.127428
4430.00,0.750088,-1.105689,0.598652,-1.013608,0.735219,-1.000000,0.756726,-1.112061
4440.00,0.720088,-1.077538,0.594101,-1.041939,0.759529,-1.002426,0.783655,-1.082261
4450.00,0.704524,-1.047538,0.574774,-1.071939,0.768998,-1.019643,0.813655,-1.052261
4460.00,0.703824,-1.017538,0.544774,-1.101939,0.763600,-1.049643,0.843655,-1.022261
4470.00,0.717966,-1.000000,0.514774,-1.119262,0.743301,-1.079643,0.863308,-1.004083
4480.00,0.746864,-1.000000,0.484774,-1.121760,0.713301,-1.109643,0.868202,-1.000556
4490.00,0.776864,-1.001242,0.468482,-1.109518,0.683301,-1.125402,0.858244,-1.011675
4500.00,0.806864,-1.017259,0.466919,-1.082516,0.653301,-1.126522,0.833434,-1.037447
4510.00,0.823737,-1.047259,0.480152,-1.052516,0.638032,-1.113060,0.803434,-1.067447
4520.00,0.825766,-1.077259,0.507803,-1.022516,0.637594,-1.085230,0.773434,-1.097447
4530.00,0.813003,-1.106997,0.537803,-1.000000,0.651874,-1.055230,0.745813,-1.119219
4540.00,0.785454,-1.122243,0.567803,-1.000000,0.680907,-1.025230,0.732544,-1.126207
4550.00,0.755454,-1.122767,0.586104,-1.000000,0.710907,-1.007319,0.733759,-1.118508
4560.00,0.725454,-1.108555,0.589580,-1.013860,0.740907,-1.004207,0.749436,-1.096240
4570.00,0.695878,-1.079601,0.578254,-1.042490,0.758848,-1.015929,0.779190,-1.066240
4580.00,0.681030,-1.049601,0.552178,-1.072490,0.761931,-1.042381,0.809190,-1.036240
4590.00,0.681029,-1.019601,0.522178,-1.102490,0.750168,-1.072381,0.839190,-1.006240
4600.00,0.695860,-1.000620,0.492178,-1.117921,0.723515,-1.102381,0.855037,-1.000000
4610.00,0.725375,-1.000000,0.462178,-1.118512,0.693515,-1.124957,0.856014,-1.000000
4620.00,0.755375,-1.010527,0.446560,-1.104333,0.663515,-1.133104,0.842135,-1.013795
4630.00,0.785375,-1.035779,0.445731,-1.075480,0.638932,-1.126650,0.813450,-1.042096
4640.00,0.800958,-1.065779,0.459675,-1.045480,0.629146,-1.105792,0.783450,-1.072096
4650.00,0.801646,-1.095779,0.488112,-1.015480,0.634182,-1.075792,0.753450,-1.102096
4660.00,0.787474,-1.117195,0.518112,-1.000000,0.654050,-1.045792,0.733548,-1.118805
4670.00,0.758517,-1.124038,0.548112,-1.000000,0.684049,-1.015792,0.728127,-1.120685
4680.00,0.728517,-1.116195,0.563772,-1.008514,0.714049,-1.000000,0.737271,-1.107952
4690.00,0.698517,-1.093573,0.564565,-1.031601,0.744049,-1.000000,0.760800,-1.080714
4700.00,0.681716,-1.063573,0.550528,-1.061601,0.759340,-1.013776,0.790800,-1.050714
4710.00,0.679745,-1.033573,0.521656,-1.091601,0.759747,-1.042367,0.820800,-1.020714
4720.00,0.692619,-1.003573,0.491656,-1.120075,0.745286,-1.072367,0.850800,-1.000000
4730.00,0.720350,-1.000000,0.461656,-1.133733,0.715912,-1.102367,0.866228,-1.000000
4740.00,0.750350,-1.000000,0.443234,-1.132581,0.685912,-1.119915,0.866819,-1.003108
4750.00,0.780350,-1.013188,0.439461,-1.116639,0.655912,-1.123029,0.852578,-1.020964
4760.00,0.810350,-1.041061,0.450484,-1.086639,0.637578,-1.111663,0.823574,-1.050964
4770.00,0.825744,-1.071061,0.475986,-1.056639,0.633992,-1.086169,0.793574,-1.080964
4780.00,0.826273,-1.101061,0.505986,-1.026639,0.645057,-1.056169,0.763574,-1.110964
4790.00,0.811904,-1.118211,0.535986,-1.010624,0.670943,-1.026169,0.747018,-1.126663
4800.00,0.782722,-1.120754,0.565986,-1.009373,0.700943,-1.000000,0.745057,-1.127536
4810.00,0.752722,-1.108586,0.581399,-1.022660,0.730943,-1.000000,0.757756,-1.113785
4820.00,0.722722,-1.081631,0.581969,-1.050411,0.754811,-1.000000,0.784792,-1.085610
4830.00,0.707165,-1.051631,0.567731,-1.080411,0.763844,-1.013961,0.814792,-1.055610
4840.00,0.706472,-1.021631,0.538615,-1.110411,0.758000,-1.042789,0.844792,-1.025610
4850.00,0.720617,-1.000000,0.508615,-1.128225,0.737245,-1.072789,0.865354,-1.006890
4860.00,0.749524,-1.000000,0.478615,-1.131199,0.707245,-1.102789,0.871158,-1.002830
4870.00,0.779524,-1.000000,0.462106,-1.119435,0.677245,-1.118569,0.862119,-1.013399
4880.00,0.809524,-1.014084,0.460341,-1.092900,0.647246,-1.119648,0.838252,-1.038649
4890.00,0.826616,-1.042787,0.473378,-1.062900,0.631943,-1.106119,0.808252,-1.068649
4900.00,0.828902,-1.072787,0.500844,-1.032900,0.631438,-1.078237,0.778252,-1.098649
4910.00,0.816472,-1.101208,0.530844,-1.002900,0.645582,-1.048237,0.748252,-1.119968
4920.00,0.789284,-1.115395,0.560844,-1.000000,0.674383,-1.018237,0.732065,-1.126676
4930.00,0.759284,-1.114886,0.579964,-1.000000,0.704383,-1.000000,0.730397,-1.118697
4940.00,0.729284,-1.099630,0.584262,-1.013607,0.734383,-1.000000,0.743318,-1.096112
4950.00,0.699284,-1.069630,0.573747,-1.041999,0.752824,-1.010191,0.770395,-1.066112
4960.00,0.683992,-1.039630,0.548475,-1.071999,0.756398,-1.035120,0.800394,-1.036112
4970.00,0.683550,-1.009630,0.518475,-1.101999,0.745126,-1.065120,0.830394,-1.006112
4980.00,0.697945,-1.000000,0.488475,-1.117500,0.718980,-1.095120,0.846262,-1.000000
4990.00,0.727041,-1.000000,0.458475,-1.118182,0.688980,-1.118767,0.847268,-1.000000
5000.00,0.757041,-1.010490,0.442867,-1.104105,0.658980,-1.128048,0.833424,-1.013742
5010.00,0.787041,-1.035742,0.442089,-1.075358,0.637587,-1.122698,0.804769,-1.042068
5020.00,0.802487,-1.065742,0.456071,-1.045358,0.631023,-1.102902,0.774769,-1.072068
5030.00,0.803045,-1.095742,0.484258,-1.015358,0.639229,-1.072902,0.744769,-1.102068
5040.00,0.788749,-1.115516,0.514258,-1.000000,0.662188,-1.042902,0.725904,-1.118293
5050.00,0.759701,-1.120693,0.544258,-1.000000,0.692188,-1.012902,0.721542,-1.119679
5060.00,0.729701,-1.111192,0.559804,-1.009777,0.722188,-1.000000,0.731717,-1.106473
5070.00,0.699701,-1.086927,0.560487,-1.034130,0.752188,-1.000000,0.756218,-1.078809
5080.00,0.682843,-1.056927,0.546343,-1.064129,0.767457,-1.013889,0.786218,-1.048809
5090.00,0.680810,-1.026927,0.517348,-1.094129,0.767811,-1.042607,0.816218,-1.018809
5100.00,0.693608,-1.000000,0.487348,-1.121437,0.753276,-1.072607,0.846218,-1.000000
5110.00,0.721252,-1.000000,0.457348,-1.133948,0.723841,-1.102607,0.861673,-1.000000
5120.00,0.751252,-1.000000,0.439452,-1.131675,0.693841,-1.119952,0.862303,-1.002715
5130.00,0.781252,-1.013057,0.436252,-1.114629,0.663841,-1.122813,0.848116,-1.020151
5140.00,0.806685,-1.040817,0.447885,-1.084629,0.647289,-1.111096,0.819278,-1.050151
5150.00,0.817505,-1.070817,0.473891,-1.054629,0.645444,-1.085312,0.789278,-1.080151
5160.00,0.813510,-1.100817,0.503891,-1.024629,0.658124,-1.055313,0.759278,-1.110091
5170.00,0.794668,-1.116924,0.533891,-1.008875,0.685553,-1.025313,0.742985,-1.125438
5180.00,0.764668,-1.118361,0.563817,-1.007775,0.715553,-1.000000,0.741137,-1.126003
5190.00,0.734668,-1.105061,0.579074,-1.021334,0.745553,-1.000000,0.753953,-1.111916
5200.00,0.704668,-1.076952,0.579475,-1.049554,0.768927,-1.000000,0.781189,-1.083393
5210.00,0.688959,-1.046952,0.565049,-1.079554,0.777454,-1.014237,0.811189,-1.053393
5220.00,0.688097,-1.016952,0.535759,-1.109554,0.771113,-1.043315,0.841189,-1.023393
5230.00,0.702078,-1.000000,0.505759,-1.126073,0.749870,-1.073315,0.860132,-1.005592
5240.00,0.730810,-1.000000,0.475759,-1.127747,0.719870,-1.103315,0.864278,-1.002521
5250.00,0.760810,-1.002036,0.459405,-1.114660,0.689870,-1.119091,0.853554,-1.014114
5260.00,0.790810,-1.018849,0.457778,-1.086816,0.659871,-1.120216,0.827991,-1.040353
5270.00,0.807175,-1.048849,0.470969,-1.056816,0.644662,-1.106709,0.797991,-1.070353
5280.00,0.808702,-1.078849,0.498597,-1.026816,0.644293,-1.078785,0.767991,-1.100353
5290.00,0.795492,-1.106088,0.528597,-1.000000,0.658656,-1.048785,0.740228,-1.120828
5300.00,0.767578,-1.118932,0.558597,-1.000000,0.687653,-1.018785,0.726312,-1.126658
5310.00,0.737578,-1.117091,0.576225,-1.000000,0.717653,-1.000876,0.726852,-1.117851
5320.00,0.707578,-1.100505,0.579010,-1.014055,0.747653,-1.000000,0.741946,-1.094458
