step_ms,FL_hip,FL_knee,FR_hip,FR_knee,RL_hip,RL_knee,RR_hip,RR_knee
5330.00,0.679919,-1.070505,0.566965,-1.042942,0.764283,-1.011736,0.771229,-1.064458
5340.00,0.667032,-1.040505,0.540171,-1.072942,0.766043,-1.038194,0.801229,-1.034459
5350.00,0.668998,-1.010505,0.510171,-1.102942,0.752980,-1.068194,0.831229,-1.004459
5360.00,0.685810,-1.000000,0.480171,-1.118278,0.725040,-1.098194,0.846730,-1.000000
5370.00,0.715810,-1.000000,0.453231,-1.118778,0.695040,-1.119562,0.847348,-1.000000
5380.00,0.745810,-1.012314,0.440741,-1.104512,0.665040,-1.126560,0.833108,-1.014075
5390.00,0.775810,-1.039354,0.443067,-1.075610,0.644915,-1.118981,0.804073,-1.042680
5400.00,0.791182,-1.069354,0.460094,-1.045610,0.639609,-1.097041,0.774073,-1.072680
5410.00,0.791657,-1.099354,0.490094,-1.015610,0.649062,-1.067041,0.744073,-1.102679
5420.00,0.777246,-1.118523,0.520094,-1.000000,0.673292,-1.037041,0.726450,-1.118698
5430.00,0.748058,-1.123094,0.550094,-1.000000,0.703292,-1.007041,0.723389,-1.119876
5440.00,0.718058,-1.112975,0.565569,-1.011528,0.733292,-1.000000,0.734910,-1.106458
5450.00,0.688058,-1.088074,0.566184,-1.037625,0.761694,-1.000000,0.760769,-1.078595
5460.00,0.671963,-1.058074,0.551982,-1.067625,0.775315,-1.013961,0.790769,-1.048595
5470.00,0.670715,-1.028075,0.522920,-1.097625,0.774029,-1.042771,0.820769,-1.018595
5480.00,0.684307,-1.000000,0.492920,-1.120985,0.757846,-1.072771,0.849141,-1.000000
5490.00,0.712736,-1.000000,0.462920,-1.129520,0.727846,-1.102771,0.862888,-1.000000
5500.00,0.742736,-1.000000,0.445373,-1.123283,0.697846,-1.119506,0.861810,-1.005966
5510.00,0.772736,-1.013243,0.442554,-1.102270,0.667846,-1.121668,0.845916,-1.026650
5520.00,0.795313,-1.041182,0.454565,-1.072271,0.651863,-1.109259,0.815916,-1.056650
5530.00,0.803171,-1.071182,0.481029,-1.042271,0.650654,-1.082618,0.785917,-1.086650
5540.00,0.796239,-1.101182,0.511029,-1.012271,0.664035,-1.052618,0.755917,-1.113406
5550.00,0.774486,-1.117015,0.541029,-1.000000,0.692177,-1.022618,0.739895,-1.125489
5560.00,0.744486,-1.118152,0.566753,-1.000000,0.722177,-1.000000,0.738371,-1.122810
5570.00,0.714486,-1.104532,0.577720,-1.013724,0.752177,-1.000000,0.751499,-1.105485
5580.00,0.684486,-1.076114,0.573840,-1.042166,0.772631,-1.003892,0.778978,-1.075485
5590.00,0.668993,-1.046114,0.555173,-1.072166,0.778234,-1.022570,0.808978,-1.045485
5600.00,0.668357,-1.016114,0.525173,-1.102166,0.768993,-1.052570,0.838978,-1.015485
5610.00,0.682574,-1.000000,0.495173,-1.117929,0.744853,-1.082569,0.855769,-1.000000
5620.00,0.711513,-1.000000,0.465173,-1.118841,0.714853,-1.109285,0.857707,-1.000000
5630.00,0.741513,-1.007373,0.449241,-1.104983,0.684853,-1.121670,0.844767,-1.013165
5640.00,0.771513,-1.029503,0.448078,-1.076410,0.658566,-1.119434,0.816991,-1.040923
5650.00,0.787234,-1.059503,0.461731,-1.046410,0.647114,-1.102628,0.786991,-1.070923
5660.00,0.788076,-1.089503,0.489745,-1.016410,0.650474,-1.072628,0.756991,-1.100923
5670.00,0.774107,-1.112693,0.519745,-1.000000,0.668630,-1.042628,0.735091,-1.118513
5680.00,0.745384,-1.121393,0.549745,-1.000000,0.698630,-1.012628,0.727513,-1.121312
5690.00,0.715384,-1.115430,0.565722,-1.005877,0.728630,-1.000000,0.734426,-1.109511
5700.00,0.685384,-1.094707,0.566844,-1.026361,0.758630,-1.000000,0.755744,-1.083203
5710.00,0.666634,-1.064707,0.553148,-1.056361,0.774126,-1.013532,0.785744,-1.053203
5720.00,0.662697,-1.034707,0.524641,-1.086361,0.774729,-1.041857,0.815744,-1.023203
5730.00,0.673594,-1.004707,0.494641,-1.116328,0.760466,-1.071857,0.845744,-1.000000
5740.00,0.699346,-1.000000,0.464641,-1.131480,0.731287,-1.101857,0.861150,-1.000000
5750.00,0.729346,-1.000000,0.445657,-1.131804,0.701287,-1.119905,0.861698,-1.001241
5760.00,0.759346,-1.013242,0.441300,-1.117338,0.671287,-1.123580,0.847399,-1.017241
5770.00,0.789346,-1.041155,0.451737,-1.088305,0.652936,-1.112777,0.818353,-1.047241
5780.00,0.804725,-1.071155,0.476663,-1.058306,0.649336,-1.087845,0.788353,-1.077241
5790.00,0.805226,-1.101155,0.506663,-1.028306,0.660399,-1.057845,0.758353,-1.107241
5800.00,0.790827,-1.118454,0.536663,-1.012236,0.686282,-1.027845,0.741837,-1.122941
5810.00,0.761608,-1.121119,0.566663,-1.010960,0.716282,-1.000000,0.739966,-1.123796
5820.00,0.731608,-1.109084,0.582077,-1.024274,0.746282,-1.000000,0.752713,-1.110038
5830.00,0.701608,-1.082261,0.582646,-1.052072,0.770112,-1.000000,0.779802,-1.081851
5840.00,0.686067,-1.052261,0.568408,-1.082072,0.779110,-1.013957,0.809802,-1.051851
5850.00,0.685392,-1.022262,0.539296,-1.112072,0.773229,-1.042781,0.839802,-1.021851
5860.00,0.699559,-1.000000,0.509296,-1.129824,0.752439,-1.072781,0.860788,-1.002930
5870.00,0.728471,-1.000000,0.479296,-1.132766,0.722439,-1.102781,0.867076,-1.000000
5880.00,0.758471,-1.000000,0.462919,-1.120959,0.692439,-1.118536,0.858518,-1.010285
5890.00,0.788471,-1.013440,0.461277,-1.094363,0.662439,-1.119628,0.835111,-1.035277
5900.00,0.805870,-1.041498,0.474440,-1.064363,0.647111,-1.106126,0.805111,-1.065277
5910.00,0.808462,-1.071498,0.501992,-1.034363,0.646582,-1.078303,0.775111,-1.095277
5920.00,0.796319,-1.100439,0.531992,-1.004363,0.660686,-1.048303,0.745597,-1.116918
5930.00,0.769435,-1.114995,0.561992,-1.000000,0.689493,-1.018303,0.729974,-1.123923
5940.00,0.739435,-1.114847,0.581071,-1.000000,0.719493,-1.000000,0.728848,-1.116244
5950.00,0.709436,-1.099939,0.585325,-1.013793,0.749493,-1.000000,0.742342,-1.093945
5960.00,0.679436,-1.070252,0.574747,-1.042394,0.767068,-1.010079,0.770081,-1.063945
5970.00,0.664165,-1.040252,0.549423,-1.072394,0.769786,-1.034888,0.800081,-1.033945
5980.00,0.663757,-1.010252,0.519423,-1.102394,0.757671,-1.064888,0.830081,-1.003945
5990.00,0.678208,-1.000000,0.489423,-1.117843,0.730682,-1.094888,0.845748,-1.000000
6000.00,0.707365,-1.000000,0.459423,-1.118474,0.700683,-1.118053,0.846537,-1.000000
6010.00,0.737365,-1.011466,0.443873,-1.104342,0.670683,-1.126812,0.832479,-1.013958
6020.00,0.767365,-1.037697,0.443161,-1.075542,0.650022,-1.120936,0.803622,-1.042517
6030.00,0.782814,-1.067697,0.457195,-1.045542,0.644179,-1.100659,0.773622,-1.072517
6040.00,0.783377,-1.097697,0.485431,-1.015542,0.653105,-1.070659,0.743622,-1.102517
6050.00,0.769075,-1.117208,0.515431,-1.000000,0.676801,-1.040659,0.725272,-1.118624
6060.00,0.740047,-1.122155,0.545431,-1.000000,0.706801,-1.010659,0.721342,-1.119925
6070.00,0.710047,-1.112442,0.560954,-1.010370,0.736801,-1.000000,0.731953,-1.106638
6080.00,0.680047,-1.087949,0.561606,-1.035380,0.766667,-1.000000,0.756948,-1.078869
6090.00,0.663454,-1.057949,0.547426,-1.065380,0.781774,-1.013949,0.786948,-1.048869
6100.00,0.661701,-1.027949,0.518399,-1.095380,0.781972,-1.042728,0.816948,-1.018869
6110.00,0.674792,-1.000000,0.488399,-1.120065,0.767293,-1.072728,0.846795,-1.000000
6120.00,0.702732,-1.000000,0.458399,-1.129939,0.737712,-1.102728,0.862059,-1.000000
6130.00,0.732732,-1.000000,0.440282,-1.125030,0.707712,-1.119898,0.862512,-1.004588
6140.00,0.762732,-1.013110,0.436837,-1.105346,0.677712,-1.122609,0.848138,-1.023870
6150.00,0.787537,-1.040908,0.448205,-1.075346,0.661245,-1.110796,0.819050,-1.053870
6160.00,0.797675,-1.070908,0.474015,-1.045346,0.659528,-1.084826,0.789050,-1.083870
6170.00,0.792973,-1.100908,0.504015,-1.015346,0.672309,-1.054826,0.759050,-1.113870
6180.00,0.773415,-1.116961,0.534015,-1.000000,0.699864,-1.024826,0.743079,-1.129224
6190.00,0.743415,-1.118261,0.564015,-1.000000,0.729864,-1.000000,0.741756,-1.129719
6200.00,0.713415,-1.104786,0.579294,-1.013823,0.759864,-1.000000,0.755130,-1.115574
6210.00,0.683415,-1.076507,0.579726,-1.042184,0.783138,-1.000000,0.782874,-1.087010
6220.00,0.667876,-1.046507,0.565351,-1.072183,0.791573,-1.014218,0.812874,-1.057010
6230.00,0.667193,-1.016507,0.536108,-1.102183,0.785134,-1.043283,0.842874,-1.027010
6240.00,0.681359,-1.000000,0.506108,-1.119005,0.763776,-1.073283,0.862470,-1.008945
6250.00,0.710298,-1.000000,0.476108,-1.120982,0.733776,-1.103283,0.867286,-1.005576
6260.00,0.740298,-1.001159,0.459901,-1.108193,0.703776,-1.119047,0.857233,-1.016908
6270.00,0.770298,-1.017098,0.458410,-1.080642,0.673776,-1.120188,0.832336,-1.042886
6280.00,0.787178,-1.047098,0.471711,-1.050642,0.658497,-1.106757,0.802336,-1.072886
6290.00,0.789244,-1.077098,0.499430,-1.020642,0.658050,-1.078936,0.772336,-1.102886
6300.00,0.776577,-1.104219,0.529430,-1.000000,0.672357,-1.048936,0.745442,-1.123210
6310.00,0.749135,-1.116893,0.559430,-1.000000,0.701387,-1.018936,0.732902,-1.128767
6320.00,0.719135,-1.114898,0.577018,-1.000230,0.731387,-1.001439,0.734887,-1.119667
6330.00,0.689135,-1.098174,0.579772,-1.015046,0.761387,-1.000000,0.751359,-1.096004
6340.00,0.663653,-1.068174,0.567730,-1.044653,0.777978,-1.012132,0.781359,-1.066004
6350.00,0.652956,-1.038174,0.540933,-1.074653,0.779695,-1.038998,0.811359,-1.036004
6360.00,0.657112,-1.008174,0.510933,-1.104653,0.766558,-1.068998,0.841359,-1.006004
6370.00,0.676117,-1.000000,0.480933,-1.119933,0.738514,-1.098998,0.856942,-1.000000
6380.00,0.706117,-1.000000,0.455660,-1.120365,0.708514,-1.119643,0.857644,-1.000000
6390.00,0.736117,-1.012156,0.444971,-1.105990,0.678514,-1.125800,0.843478,-1.014161
6400.00,0.766116,-1.039055,0.449095,-1.076966,0.657912,-1.117399,0.814500,-1.042866
6410.00,0.781818,-1.069055,0.467842,-1.046966,0.652004,-1.094903,0.784500,-1.072866
6420.00,0.782653,-1.099055,0.497842,-1.016966,0.660835,-1.064903,0.754500,-1.102866
6430.00,0.768610,-1.117325,0.527842,-1.000085,0.684511,-1.034903,0.737344,-1.118715
6440.00,0.739765,-1.120961,0.557842,-1.000000,0.714511,-1.004903,0.734848,-1.119703
6450.00,0.709765,-1.109941,0.573349,-1.012652,0.744511,-1.000000,0.747011,-1.106026
6460.00,0.679766,-1.084125,0.573997,-1.039775,0.770241,-1.000000,0.773521,-1.077901
6470.00,0.664210,-1.054125,0.559796,-1.069775,0.781131,-1.013990,0.803521,-1.047901
6480.00,0.663513,-1.024125,0.530719,-1.099775,0.777122,-1.042855,0.833521,-1.017901
6490.00,0.677667,-1.000000,0.500719,-1.120131,0.758236,-1.072855,0.858298,-1.000000
6500.00,0.706645,-1.000000,0.470719,-1.125706,0.728236,-1.102855,0.868326,-1.000000
6510.00,0.736645,-1.000000,0.454288,-1.116531,0.698236,-1.118865,0.863515,-1.008123
6520.00,0.766645,-1.013672,0.452638,-1.092555,0.668236,-1.120208,0.843867,-1.031013
6530.00,0.786311,-1.042036,0.465811,-1.062555,0.652664,-1.106964,0.813867,-1.061013
6540.00,0.791243,-1.072036,0.493330,-1.032555,0.651842,-1.079573,0.783867,-1.091013
6550.00,0.781393,-1.102036,0.523330,-1.002555,0.665562,-1.049573,0.753867,-1.116325
6560.00,0.756753,-1.117627,0.553330,-1.000000,0.694039,-1.019573,0.737939,-1.126936
6570.00,0.726753,-1.118454,0.575834,-1.000000,0.724039,-1.000000,0.736599,-1.122768
6580.00,0.696753,-1.104517,0.583547,-1.013930,0.754039,-1.000000,0.749881,-1.103985
6590.00,0.666753,-1.075819,0.576453,-1.042514,0.774263,-1.007153,0.777316,-1.073985
6600.00,0.651415,-1.045819,0.554592,-1.072514,0.779623,-1.029072,0.807316,-1.043985
6610.00,0.650944,-1.015819,0.524592,-1.102514,0.770124,-1.059072,0.837316,-1.013986
6620.00,0.665330,-1.000000,0.494592,-1.118258,0.745729,-1.089072,0.854052,-1.000000
6630.00,0.694445,-1.000000,0.464592,-1.119167,0.715729,-1.115497,0.855952,-1.000000
6640.00,0.724445,-1.007617,0.448726,-1.105323,0.685729,-1.127590,0.842988,-1.013125
6650.00,0.754445,-1.029988,0.447674,-1.076780,0.662071,-1.124990,0.815224,-1.040862
6660.00,0.770131,-1.059988,0.461411,-1.046780,0.653237,-1.107869,0.785224,-1.070862
6670.00,0.770952,-1.089988,0.489387,-1.016780,0.659176,-1.077869,0.755224,-1.100862
6680.00,0.756966,-1.111195,0.519387,-1.000000,0.679870,-1.047869,0.734571,-1.117670
6690.00,0.728252,-1.117833,0.549387,-1.000000,0.709870,-1.017869,0.728358,-1.119654
6700.00,0.698252,-1.109788,0.565151,-1.007663,0.739870,-1.001957,0.736691,-1.107026
6710.00,0.668252,-1.086986,0.566052,-1.029970,0.769870,-1.000886,0.759408,-1.079907
6720.00,0.650232,-1.056986,0.552137,-1.059970,0.785249,-1.014643,0.789408,-1.049907
6730.00,0.647037,-1.026986,0.523396,-1.089970,0.785719,-1.043200,0.819408,-1.019907
6740.00,0.658684,-1.000000,0.493396,-1.118686,0.771305,-1.073200,0.849408,-1.000000
6750.00,0.685188,-1.000000,0.463396,-1.132587,0.741977,-1.103200,0.864827,-1.000000
6760.00,0.715188,-1.000000,0.444950,-1.131679,0.711977,-1.121056,0.865399,-1.002059
6770.00,0.745188,-1.013210,0.441142,-1.115997,0.681977,-1.124554,0.851136,-1.018828
6780.00,0.773736,-1.041105,0.452153,-1.085997,0.664628,-1.113543,0.822163,-1.048828
6790.00,0.787606,-1.071105,0.477640,-1.055997,0.662051,-1.088345,0.792163,-1.078828
6800.00,0.786611,-1.101105,0.507640,-1.025998,0.674083,-1.058345,0.762163,-1.108828
6810.00,0.770731,-1.118030,0.537640,-1.009958,0.700871,-1.028345,0.745632,-1.124462
6820.00,0.740731,-1.120357,0.567640,-1.008611,0.730871,-1.000000,0.743613,-1.125300
6830.00,0.710731,-1.107989,0.583038,-1.021853,0.760871,-1.000000,0.756190,-1.111527
6840.00,0.680731,-1.080824,0.583587,-1.049644,0.785028,-1.000000,0.783151,-1.083315
6850.00,0.665129,-1.050824,0.569316,-1.079644,0.794346,-1.014019,0.813151,-1.053315
6860.00,0.664392,-1.020824,0.540178,-1.109644,0.788783,-1.042895,0.843150,-1.023315
6870.00,0.678493,-1.000000,0.510178,-1.126927,0.768313,-1.072895,0.864551,-1.004050
6880.00,0.707348,-1.000000,0.480178,-1.129400,0.738313,-1.102895,0.871252,-1.000000
6890.00,0.737348,-1.000000,0.463890,-1.117113,0.708313,-1.118638,0.863097,-1.009986
6900.00,0.767348,-1.013473,0.462340,-1.090028,0.678313,-1.119725,0.840087,-1.034697
6910.00,0.786010,-1.041558,0.475566,-1.060028,0.662756,-1.106303,0.810087,-1.064697
6920.00,0.789882,-1.071558,0.503220,-1.030028,0.661971,-1.078609,0.780087,-1.094697
6930.00,0.778993,-1.101383,0.533220,-1.000028,0.675850,-1.048609,0.751473,-1.116697
6940.00,0.753311,-1.116832,0.563220,-1.000000,0.704454,-1.018609,0.737011,-1.124002
6950.00,0.723311,-1.117584,0.582440,-1.000000,0.734454,-1.000000,0.737073,-1.116605
6960.00,0.693311,-1.103587,0.586845,-1.013871,0.764454,-1.000000,0.751756,-1.094584
6970.00,0.663311,-1.074810,0.576416,-1.042447,0.782742,-1.010114,0.780667,-1.064584
6980.00,0.648078,-1.044810,0.551226,-1.072447,0.786153,-1.034988,0.810667,-1.034584
6990.00,0.647722,-1.014810,0.521226,-1.102447,0.774719,-1.064988,0.840667,-1.004584
7000.00,0.662238,-1.000000,0.491226,-1.117944,0.748409,-1.094988,0.856423,-1.000000
7010.00,0.691490,-1.000000,0.461226,-1.118618,0.718409,-1.118963,0.857311,-1.000000
7020.00,0.721490,-1.011041,0.445544,-1.104553,0.688409,-1.128587,0.843365,-1.013816
7030.00,0.751490,-1.036830,0.444693,-1.075821,0.667327,-1.123555,0.814644,-1.042219
7040.00,0.767010,-1.066830,0.458597,-1.045821,0.661052,-1.104113,0.784644,-1.072219
7050.00,0.767636,-1.096830,0.486732,-1.015821,0.669555,-1.074113,0.754644,-1.102219
7060.00,0.753399,-1.116921,0.516732,-1.000000,0.692822,-1.044114,0.736043,-1.118490
7070.00,0.724385,-1.122407,0.546732,-1.000000,0.722822,-1.014114,0.732001,-1.119911
7080.00,0.694385,-1.113209,0.562266,-1.010063,0.752822,-1.000000,0.742517,-1.106737
7090.00,0.664385,-1.089246,0.562937,-1.034729,0.782822,-1.000000,0.767361,-1.079095
7100.00,0.647782,-1.059246,0.548783,-1.064729,0.798077,-1.013926,0.797361,-1.049095
7110.00,0.646027,-1.029246,0.519780,-1.094729,0.798415,-1.042684,0.827361,-1.019095
7120.00,0.659124,-1.000000,0.489780,-1.121801,0.783861,-1.072684,0.857361,-1.000000
7130.00,0.687079,-1.000000,0.459780,-1.134055,0.754392,-1.102684,0.872798,-1.000000
7140.00,0.717079,-1.000000,0.441560,-1.131514,0.724392,-1.120149,0.873408,-1.003061
7150.00,0.747078,-1.013124,0.438021,-1.114202,0.694392,-1.123157,0.859201,-1.020827
7160.00,0.772794,-1.040949,0.449319,-1.084202,0.677858,-1.111590,0.830352,-1.050827
7170.00,0.783855,-1.070949,0.475055,-1.054202,0.676066,-1.085876,0.800352,-1.080827
7180.00,0.780093,-1.100949,0.505055,-1.024202,0.688801,-1.055876,0.770352,-1.110827
7190.00,0.761477,-1.117096,0.535055,-1.008469,0.716288,-1.025876,0.754153,-1.126225
7200.00,0.731477,-1.118557,0.565055,-1.007422,0.746288,-1.000000,0.752458,-1.126818
7210.00,0.701477,-1.105299,0.580379,-1.021029,0.776288,-1.000000,0.765391,-1.112774
7220.00,0.671477,-1.077246,0.580856,-1.049264,0.799098,-1.000000,0.792700,-1.084304
7230.00,0.655832,-1.047246,0.566518,-1.079264,0.807066,-1.014173,0.822700,-1.054304
7240.00,0.655048,-1.017246,0.537309,-1.109264,0.800142,-1.043198,0.852700,-1.024304
7250.00,0.669113,-1.000000,0.507309,-1.125588,0.778303,-1.073198,0.871828,-1.006422
7260.00,0.697941,-1.000000,0.477309,-1.127080,0.748303,-1.103170,0.876163,-1.003248
7270.00,0.727941,-1.001570,0.461128,-1.113807,0.718303,-1.118849,0.865627,-1.014762
7280.00,0.757941,-1.017905,0.459698,-1.085786,0.688303,-1.119832,0.840278,-1.040919
7290.00,0.774669,-1.047905,0.473070,-1.055786,0.673039,-1.106219,0.810278,-1.070919
7300.00,0.776593,-1.077905,0.500826,-1.025787,0.672572,-1.078298,0.780278,-1.100919
7310.00,0.763808,-1.104653,0.530825,-1.000000,0.686787,-1.048298,0.751971,-1.121303
7320.00,0.736301,-1.116981,0.560825,-1.000000,0.715655,-1.018299,0.737707,-1.126992
7330.00,0.706301,-1.114631,0.578542,-1.000000,0.745655,-1.000392,0.737953,-1.118028
7340.00,0.676301,-1.097532,0.581420,-1.013958,0.775655,-1.000000,0.752787,-1.094470
7350.00,0.649757,-1.067532,0.569467,-1.042721,0.792115,-1.011736,0.781816,-1.064470
7360.00,0.638004,-1.037532,0.542761,-1.072721,0.793696,-1.038193,0.811816,-1.034470
7370.00,0.641113,-1.007532,0.512761,-1.102721,0.780450,-1.068193,0.841816,-1.004470
7380.00,0.659079,-1.000000,0.482761,-1.118017,0.752310,-1.098193,0.857307,-1.000000
7390.00,0.689079,-1.000000,0.457784,-1.118468,0.722310,-1.118921,0.857916,-1.000000
7400.00,0.719079,-1.012496,0.447277,-1.104145,0.692310,-1.125309,0.843660,-1.014121
7410.00,0.749079,-1.039700,0.451568,-1.075200,0.671405,-1.117172,0.814602,-1.042714
7420.00,0.764482,-1.069700,0.470527,-1.045200,0.665309,-1.094726,0.784602,-1.072714
7430.00,0.764998,-1.099700,0.500527,-1.015200,0.673966,-1.064726,0.754602,-1.102714
7440.00,0.750628,-1.119026,0.530527,-1.000000,0.697417,-1.034727,0.736944,-1.118850
7450.00,0.721487,-1.123802,0.560527,-1.000000,0.727417,-1.004727,0.733804,-1.120166
7460.00,0.691487,-1.113924,0.576040,-1.011560,0.757417,-1.000000,0.745213,-1.106898
7470.00,0.661487,-1.089266,0.576701,-1.037655,0.784723,-1.000000,0.770954,-1.079191
7480.00,0.645521,-1.059266,0.562548,-1.067655,0.797239,-1.013903,0.800954,-1.049191
7490.00,0.644412,-1.029266,0.533538,-1.097655,0.794852,-1.042659,0.830953,-1.019191
7500.00,0.658151,-1.000000,0.503538,-1.119514,0.777562,-1.072659,0.858234,-1.000000
7510.00,0.686702,-1.000000,0.473538,-1.126548,0.747562,-1.102659,0.870951,-1.000000
7520.00,0.716702,-1.000000,0.456219,-1.118817,0.717562,-1.119120,0.868843,-1.006648
7530.00,0.746702,-1.013006,0.453607,-1.096294,0.687562,-1.121026,0.851899,-1.028020
7540.00,0.769182,-1.040699,0.465811,-1.066294,0.671553,-1.108392,0.821899,-1.058020
7550.00,0.776942,-1.070699,0.492474,-1.036294,0.670305,-1.081555,0.791900,-1.088019
7560.00,0.769906,-1.100699,0.522474,-1.006294,0.683651,-1.051556,0.761900,-1.114051
7570.00,0.748036,-1.116523,0.552474,-1.000000,0.711756,-1.021556,0.745947,-1.125414
7580.00,0.718036,-1.117634,0.576401,-1.000000,0.741756,-1.000000,0.744554,-1.122014
7590.00,0.688036,-1.103998,0.585547,-1.013779,0.771756,-1.000000,0.757813,-1.103986
7600.00,0.658036,-1.075573,0.579851,-1.042252,0.790926,-1.005303,0.785354,-1.073986
7610.00,0.642670,-1.045573,0.559381,-1.072252,0.795239,-1.025383,0.815354,-1.043986
7620.00,0.642176,-1.015573,0.529381,-1.102252,0.784707,-1.055383,0.845354,-1.013986
7630.00,0.656544,-1.000000,0.499381,-1.117917,0.759290,-1.085383,0.861671,-1.000000
7640.00,0.685638,-1.000000,0.469381,-1.118744,0.729290,-1.110806,0.863127,-1.000000
7650.00,0.715638,-1.008798,0.453568,-1.104801,0.699290,-1.121859,0.849707,-1.013389
7660.00,0.745638,-1.032359,0.452549,-1.076144,0.674518,-1.118268,0.821455,-1.041384
7670.00,0.761358,-1.062359,0.466315,-1.046144,0.664555,-1.100191,0.791455,-1.071384
7680.00,0.762205,-1.092359,0.494352,-1.016144,0.669373,-1.070191,0.761455,-1.101384
7690.00,0.748231,-1.114298,0.524352,-1.000000,0.688965,-1.040191,0.740761,-1.118381
7700.00,0.719502,-1.121682,0.554352,-1.000000,0.718965,-1.010191,0.734529,-1.120546
7710.00,0.689502,-1.114386,0.570138,-1.007390,0.748965,-1.000000,0.742846,-1.108101
7720.00,0.659502,-1.092318,0.571066,-1.029356,0.778965,-1.000000,0.765567,-1.081166
7730.00,0.642139,-1.062318,0.557180,-1.059355,0.794306,-1.013701,0.795567,-1.051166
7740.00,0.639611,-1.032318,0.528468,-1.089355,0.794744,-1.042213,0.825567,-1.021166
7750.00,0.651928,-1.002318,0.498468,-1.118177,0.780297,-1.072213,0.855567,-1.000000
7760.00,0.679108,-1.000000,0.468468,-1.132170,0.750926,-1.102213,0.870998,-1.000000
7770.00,0.709108,-1.000000,0.450225,-1.131346,0.720926,-1.119811,0.871583,-1.001757
7780.00,0.739108,-1.013222,0.446618,-1.115733,0.690926,-1.123037,0.857324,-1.018250
7790.00,0.769108,-1.041129,0.457810,-1.085733,0.672477,-1.111788,0.828328,-1.048250
7800.00,0.784451,-1.071129,0.483497,-1.055733,0.668799,-1.086360,0.798328,-1.078250
7810.00,0.784922,-1.101129,0.513497,-1.025733,0.679773,-1.056360,0.768328,-1.108250
7820.00,0.770499,-1.118402,0.543497,-1.009639,0.705551,-1.026360,0.751721,-1.123985
7830.00,0.741301,-1.121113,0.573497,-1.008223,0.735551,-1.000000,0.749592,-1.124932
7840.00,0.711301,-1.109148,0.588924,-1.021324,0.765551,-1.000000,0.762042,-1.111281
7850.00,0.681301,-1.082395,0.589510,-1.048942,0.788582,-1.000000,0.788836,-1.083197
7860.00,0.665701,-1.052395,0.575289,-1.078942,0.796786,-1.013963,0.818836,-1.053198
7870.00,0.664963,-1.022395,0.546212,-1.108942,0.790131,-1.042773,0.848836,-1.023198
7880.00,0.679065,-1.000000,0.516212,-1.125848,0.768566,-1.072773,0.869040,-1.004622
7890.00,0.707938,-1.000000,0.486212,-1.127903,0.738566,-1.102773,0.874467,-1.000750
7900.00,0.737938,-1.000000,0.469670,-1.115176,0.708566,-1.118602,0.865022,-1.011595
7910.00,0.767938,-1.014533,0.467819,-1.087670,0.678566,-1.119791,0.840738,-1.037108
7920.00,0.785034,-1.043641,0.480747,-1.057670,0.663251,-1.106406,0.810738,-1.067108
7930.00,0.787323,-1.073641,0.508078,-1.027670,0.662760,-1.078628,0.780738,-1.097108
7940.00,0.774879,-1.101043,0.538078,-1.000000,0.677018,-1.048628,0.753419,-1.117452
7950.00,0.747654,-1.114042,0.568078,-1.000000,0.706013,-1.018628,0.740329,-1.123059
7960.00,0.717654,-1.112375,0.585939,-1.000000,0.736013,-1.000548,0.741711,-1.114027
7970.00,0.687654,-1.095981,0.588971,-1.014083,0.766013,-1.000000,0.757574,-1.090430
7980.00,0.661653,-1.065981,0.577196,-1.042972,0.782555,-1.011532,0.787560,-1.060430
7990.00,0.650437,-1.035981,0.550655,-1.072972,0.784212,-1.037809,0.817560,-1.030430
